KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,HOME_VAL,EDUCATION,JOB,TRAVTIME,BLUEBOOK,TIF,CAR_TYPE,OLDCLAIM,CLM_FREQ,MVR_PTS,CAR_AGE,Yes,z_No,z_Highly Rural/ Rural,Commercial,Private,Highly Urban/ Urban,No,No_right,TARGET_AMT,Yes_right,Yes_sec,TARGET_FLA
0,41.0,0,10.379091353199804,88508.0,231286.0,1,5,85,21050.0,1,4,0.0,0,0,9.0,1,0,1,0,1,False,False,False,False,False,False,0
1,43.0,1,13.0,78288.0,316436.0,4,5,31,15380.0,5,0,0.0,0,1,8.0,1,0,0,0,1,False,False,False,False,False,False,0
0,39.0,0,0.0,0.0,101305.0,4,2,27,6320.0,1,5,0.0,0,4,6.0,1,0,0,0,1,False,False,False,False,False,False,0
1,40.0,2,14.0,60324.26537698413,123204.0,0,8,33,7530.0,4,2,0.0,0,2,1.0,1,0,1,1,0,False,False,False,False,False,False,0
0,36.0,2,12.0,115701.0,0.0,1,4,37,17070.0,1,0,6297.0,2,0,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,47.0,0,15.0,44366.0,181082.0,4,8,26,13840.0,4,0,0.0,0,0,7.0,1,0,0,1,0,False,False,False,False,False,False,0
0,49.0,0,14.0,21494.0,145029.0,0,8,50,16860.0,1,5,0.0,0,0,4.0,1,0,1,1,0,False,False,False,False,False,False,0
0,49.0,0,12.0,122433.0,0.0,0,8,19,19300.0,5,5,10846.0,2,5,9.0,0,1,0,0,1,False,False,False,False,False,False,0
0,48.0,0,0.0,0.0,0.0,4,6,48,1500.0,4,0,25494.0,3,6,8.0,1,0,0,1,0,False,False,False,False,False,False,0
0,41.0,0,10.0,69292.0,224779.0,1,4,31,18690.0,13,0,0.0,0,0,5.0,1,0,0,0,1,False,False,False,False,False,False,0
0,41.0,0,10.0,34473.0,170845.0,4,5,6,14250.0,10,5,0.0,0,1,9.0,1,0,0,0,1,False,False,False,False,False,False,0
0,37.0,2,4.0,40091.0,154672.0,4,5,9,5510.0,3,3,0.0,0,2,1.0,1,0,0,0,1,False,False,False,False,False,False,0
1,37.0,2,14.0,75605.0,215859.0,1,8,61,14430.0,9,5,0.0,0,1,13.0,1,0,0,1,0,False,False,False,False,False,False,0
0,43.0,0,13.0,78854.0,274939.0,4,8,29,38900.0,1,1,0.0,0,2,6.0,0,1,0,1,0,False,False,False,False,False,False,0
0,42.0,0,10.0,6600.0,0.0,1,2,32,4050.0,7,5,0.0,0,0,10.0,0,1,0,0,1,False,False,False,False,False,False,0
0,52.0,0,7.0,71208.0,285153.0,1,4,15,20870.0,9,4,0.0,0,1,14.0,1,0,0,1,0,False,False,False,False,False,False,0
0,43.0,1,11.0,82918.0,0.0,1,4,15,21950.0,6,4,5074.0,3,4,12.0,0,1,0,0,1,False,False,False,False,False,False,0
0,50.0,0,14.0,60324.26537698413,175499.0,4,0,50,5470.0,1,3,8270.0,2,3,8.183399602385686,1,0,1,0,1,False,False,False,False,False,False,0
0,44.0,0,0.0,0.0,0.0,3,2,26,5900.0,7,5,8822.0,2,0,15.0,0,1,0,0,1,False,False,False,False,False,False,0
0,36.0,1,8.0,20494.0,0.0,4,6,22,5000.0,1,2,1091.0,1,5,7.0,1,0,0,1,0,False,False,False,False,False,False,0
0,46.0,0,10.379091353199804,60324.26537698413,195795.0,2,7,5,27170.0,4,1,5788.0,3,6,8.183399602385686,1,0,0,1,0,False,False,False,False,False,False,0
0,29.0,4,10.0,53758.0,139900.0,1,0,45,22540.0,5,3,0.0,0,0,9.0,1,0,0,0,1,False,False,False,False,False,False,0
0,49.0,0,7.0,67026.0,239518.0,2,4,72,7690.0,4,5,4832.0,2,0,19.0,0,1,0,0,1,False,False,False,False,False,False,0
0,45.0,0,12.0,73473.0,251927.0,1,8,32,10710.0,8,5,0.0,0,0,9.0,1,0,0,1,0,False,False,False,False,False,False,0
0,48.0,0,8.0,146434.0,381639.0,2,5,27,44050.0,4,0,0.0,0,0,21.0,0,1,1,0,1,False,False,False,False,False,False,0
0,43.0,2,14.0,92731.0,274126.0,2,3,18,18730.0,4,5,1558.0,3,0,12.0,0,1,0,0,1,False,False,False,False,False,False,0
0,34.0,1,0.0,0.0,0.0,4,6,32,11910.0,4,2,2361.0,3,4,1.0,0,1,0,1,0,False,False,False,False,False,False,0
0,40.0,0,11.0,59822.0,171876.0,4,8,51,18110.0,1,0,7769.0,3,4,1.0,1,0,0,1,0,False,False,False,False,False,False,0
0,54.0,0,9.0,3032.0,96814.0,3,1,51,6900.0,6,5,0.0,0,1,16.0,1,0,0,0,1,False,False,False,False,False,False,0
0,37.0,1,0.0,0.0,0.0,4,6,29,5200.0,1,5,0.0,0,1,6.0,1,0,0,0,1,False,False,False,False,False,False,0
0,48.0,0,12.0,144922.0,0.0,2,7,31,6300.0,1,2,0.0,0,0,20.0,0,1,0,1,0,False,False,False,False,False,False,0
1,41.0,2,0.0,0.0,0.0,0,6,18,1500.0,11,0,0.0,0,1,8.0,1,0,1,0,1,False,False,False,False,False,False,0
0,33.0,3,13.0,34200.0,0.0,4,4,5,23460.0,11,0,4675.0,3,1,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,57.0,0,18.0,136210.0,407853.0,1,4,38,3080.0,9,5,8982.0,2,2,11.0,1,0,0,0,1,False,False,False,False,False,False,0
1,44.0,3,16.0,119998.0,331683.0,3,7,34,5900.0,10,2,0.0,0,2,11.0,1,0,0,1,0,False,False,False,False,False,False,0
0,33.0,2,11.0,21460.0,0.0,1,6,10,27960.0,6,1,2706.0,3,7,1.0,0,1,0,1,0,False,False,False,False,False,False,0
0,41.0,0,12.0,135103.0,321449.0,3,3,47,15720.0,14,0,0.0,0,0,19.0,1,0,0,0,1,False,False,False,False,False,False,0
0,44.0,3,12.0,69620.0,239561.0,2,4,37,12860.0,7,0,0.0,0,1,15.0,1,0,0,0,1,False,False,False,False,False,False,0
0,48.0,0,13.0,36835.0,167142.0,4,8,20,17360.0,6,0,32434.0,2,2,10.0,1,0,0,1,0,False,False,False,False,False,False,0
0,45.0,2,8.0,32097.0,153217.67142857143,3,4,19,9210.0,1,5,0.0,0,0,14.0,1,0,0,0,1,False,False,False,False,False,False,0
0,41.0,0,0.0,0.0,0.0,1,6,28,24450.0,6,1,4033.0,1,1,8.183399602385686,0,1,1,1,0,False,False,False,False,False,False,0
0,37.0,0,7.0,61790.0,0.0,4,8,32,13700.0,4,0,7373.0,3,2,7.0,0,1,0,1,0,False,False,False,False,False,False,0
1,42.0,1,14.0,52141.0,152990.0,4,8,38,10820.0,13,5,0.0,0,0,9.0,1,0,1,1,0,False,False,False,False,False,False,0
0,58.0,0,8.0,77297.0,280067.0,1,8,5,7300.0,4,2,3075.0,4,5,1.0,0,1,0,1,0,False,False,False,False,False,False,0
0,40.0,0,10.0,27073.0,126366.0,0,8,38,24870.0,4,1,0.0,0,0,1.0,1,0,1,1,0,False,False,False,False,False,False,0
0,51.0,0,11.0,48333.0,147634.0,4,8,40,11430.0,4,5,0.0,0,1,1.0,0,1,1,1,0,False,False,False,False,False,False,0
0,46.0,0,13.0,14193.0,0.0,4,6,40,2920.0,1,5,0.0,0,4,8.0,1,0,1,1,0,False,False,False,False,False,False,0
0,60.0,0,15.0,63192.0,254621.0,3,3,12,13820.0,6,0,7575.0,2,0,16.0,1,0,0,0,1,False,False,False,False,False,False,0
0,36.0,0,12.0,103138.0,290185.0,3,3,35,17960.0,1,4,0.0,0,3,20.0,0,1,0,0,1,False,False,False,False,False,False,0
0,53.0,0,11.0,168419.0,0.0,3,3,17,15340.0,6,0,0.0,0,0,15.0,0,1,0,0,1,False,False,False,False,False,False,0
0,33.0,1,10.0,34192.0,0.0,4,8,22,13670.0,1,5,0.0,0,0,7.0,0,1,1,1,0,False,False,False,False,False,False,0
0,30.0,3,12.0,31806.0,140927.0,4,2,34,14720.0,1,5,0.0,0,3,8.183399602385686,1,0,0,0,1,False,False,False,False,False,False,0
0,57.0,0,9.0,26222.0,165896.0,0,0,73,23720.0,11,1,4006.0,1,0,1.0,1,0,0,1,0,False,False,False,False,False,False,0
0,56.0,0,14.0,22881.0,174663.0,4,8,19,7100.0,1,2,995.0,3,3,1.0,1,0,0,1,0,False,False,False,False,False,False,0
0,64.0,0,10.379091353199804,185586.0,0.0,3,4,30,43090.0,1,2,3475.0,1,1,10.0,0,1,0,0,1,False,False,False,False,False,False,0
0,44.0,1,16.0,89888.0,302923.0,1,5,13,24420.0,10,1,0.0,0,0,8.0,0,1,0,1,0,False,False,False,False,False,False,0
0,30.0,5,0.0,0.0,0.0,4,6,6,16810.0,1,4,1975.0,3,8,1.0,1,0,0,1,0,False,False,False,False,False,False,0
1,62.0,1,15.0,60216.0,227488.0,4,8,49,20490.0,9,5,0.0,0,0,7.0,1,0,1,1,0,False,False,False,False,False,False,0
0,45.0,0,11.0,53556.0,167505.0,0,8,63,19050.0,4,4,0.0,0,3,1.0,1,0,0,1,0,False,False,False,False,False,False,0
0,44.0,0,10.0,63426.0,209773.0,4,8,26,2330.0,13,0,0.0,0,0,1.0,0,1,0,1,0,False,False,False,False,False,False,0
0,31.0,1,14.0,86794.0,0.0,1,8,55,19910.0,4,5,4156.0,1,2,8.0,0,1,0,1,0,False,False,False,False,False,False,0
0,46.0,0,10.0,121840.0,326187.0,2,3,31,29300.0,3,3,0.0,0,1,8.183399602385686,0,1,0,0,1,False,False,False,False,False,False,0
0,65.0,0,14.0,60324.26537698413,231739.0,2,3,45,13350.0,6,3,5906.0,2,4,9.0,1,0,0,0,1,False,False,False,False,False,False,0
0,46.0,0,0.0,0.0,0.0,4,6,32,9200.0,3,2,11583.0,3,3,1.0,0,1,0,1,0,False,False,False,False,False,False,0
0,42.0,1,7.0,75626.0,246952.0,1,5,35,13260.0,6,0,5754.0,5,0,8.0,0,1,0,0,1,False,False,False,False,False,False,0
0,24.0,1,7.0,51505.0,201604.0,2,4,5,8210.0,10,5,8401.0,1,0,16.0,1,0,0,0,1,False,False,False,False,False,False,0
0,54.0,0,10.379091353199804,40355.0,188388.0,2,7,42,17460.0,1,4,2629.0,3,1,9.0,1,0,0,0,1,False,False,False,False,False,False,0
0,45.0,0,7.0,18503.0,0.0,0,8,23,3350.0,6,0,0.0,0,0,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,51.0,0,15.0,108237.0,305752.0,1,4,27,25840.0,4,0,0.0,0,2,11.0,1,0,0,0,1,False,False,False,False,False,False,0
0,38.0,0,0.0,0.0,0.0,0,6,22,17680.0,10,0,0.0,0,0,9.0,1,0,0,0,1,False,False,False,False,False,False,0
0,49.0,0,14.0,45321.0,191423.0,2,4,33,20120.0,1,0,5996.0,3,4,13.0,1,0,0,0,1,False,False,False,False,False,False,0
0,51.0,0,13.0,63150.0,190671.0,1,4,57,9270.0,1,5,6662.0,1,5,12.0,1,0,0,0,1,False,False,False,False,False,False,0
0,67.0,0,13.0,94046.0,0.0,3,1,5,17600.0,1,3,0.0,0,3,14.0,0,1,0,0,1,False,False,False,False,False,False,0
0,61.0,0,5.0,102203.0,306677.0,1,4,23,17820.0,10,5,0.0,0,0,10.0,0,1,0,0,1,False,False,False,False,False,False,0
0,54.0,0,6.0,43946.0,0.0,3,1,54,16320.0,1,2,0.0,0,2,14.0,0,1,0,0,1,False,False,False,False,False,False,0
0,50.0,0,8.0,82493.0,244793.0,3,1,36,34440.0,1,2,0.0,0,0,7.0,0,1,0,0,1,False,False,False,False,False,False,0
0,47.0,0,8.0,59135.0,197231.0,4,8,9,6200.0,7,3,0.0,0,0,10.0,0,1,0,1,0,False,False,False,False,False,False,0
0,38.0,2,10.0,35311.0,179004.0,4,8,35,19510.0,11,4,956.0,2,0,10.0,1,0,0,1,0,False,False,False,False,False,False,0
0,41.0,0,11.0,23250.0,158854.0,0,8,23,14020.0,6,3,0.0,0,0,1.0,1,0,1,0,1,False,False,False,False,False,False,0
0,47.0,0,0.0,0.0,0.0,0,6,25,6200.0,9,2,25973.0,1,0,5.0,0,1,0,0,1,False,False,False,False,False,False,0
0,48.0,0,8.0,54834.0,153217.67142857143,4,8,21,20970.0,4,4,639.0,3,3,1.0,1,0,0,1,0,False,False,False,False,False,False,0
0,47.0,0,7.0,21517.0,130812.0,4,0,12,8350.0,10,2,7143.0,2,7,1.0,1,0,0,1,0,False,False,False,False,False,False,0
0,47.0,0,13.0,45431.0,192184.0,0,8,45,16780.0,4,4,3809.0,2,5,1.0,1,0,0,1,0,False,False,False,False,False,False,0
0,41.0,0,14.0,173691.0,428992.0,3,4,18,33440.0,6,2,3189.0,1,0,16.0,1,0,0,1,0,False,False,False,False,False,False,0
0,42.0,0,5.0,13373.0,0.0,1,6,5,29730.0,10,2,0.0,0,0,12.0,1,0,0,1,0,False,False,False,False,False,False,0
0,44.0,0,12.0,60324.26537698413,271926.0,1,8,33,20760.0,1,0,0.0,0,0,10.0,1,0,0,1,0,False,False,False,False,False,False,0
0,34.0,3,11.0,159559.0,387220.0,2,4,54,42560.0,4,0,0.0,0,0,21.0,1,0,0,0,1,False,False,False,False,False,False,0
0,51.0,0,0.0,0.0,0.0,4,2,5,16760.0,6,5,0.0,0,1,4.0,0,1,0,0,1,False,False,False,False,False,False,0
0,50.0,0,10.379091353199804,0.0,0.0,0,6,48,6500.0,1,3,0.0,0,6,4.0,0,1,0,0,1,False,False,False,False,False,False,0
0,48.0,0,12.0,106409.0,153217.67142857143,1,5,25,18900.0,17,5,0.0,0,1,8.0,1,0,0,0,1,False,False,False,False,False,False,0
0,38.0,0,0.0,0.0,0.0,1,6,29,5300.0,1,3,8080.0,1,5,11.0,1,0,0,1,0,False,False,False,False,False,False,0
0,50.0,0,11.0,54344.0,0.0,1,4,50,1500.0,1,0,3850.0,1,1,10.0,0,1,0,0,1,False,False,False,False,False,False,0
0,38.0,0,9.0,156060.0,381438.0,1,8,29,25230.0,1,1,8207.0,1,7,9.0,1,0,0,1,0,False,False,False,False,False,False,0
0,32.0,1,9.0,89286.0,0.0,4,8,37,4700.0,6,3,0.0,0,1,9.0,0,1,0,1,0,False,False,False,False,False,False,0
0,44.0,2,11.0,242731.0,153217.67142857143,3,1,37,18490.0,7,5,0.0,0,2,17.0,1,0,0,0,1,False,False,False,False,False,False,0
0,60.0,3,17.0,6104.0,0.0,1,6,31,8540.0,1,5,0.0,0,0,7.0,1,0,1,1,0,False,False,False,False,False,False,0
1,43.0,2,12.0,23996.0,150242.0,0,2,47,7100.0,6,3,0.0,0,0,7.0,1,0,1,0,1,False,False,False,False,False,False,0
0,41.0,0,14.0,60324.26537698413,320228.0,2,7,35,17160.0,13,4,2269.0,3,1,1.0,1,0,0,1,0,False,False,False,False,False,False,0
0,50.0,0,10.379091353199804,22254.0,127571.0,0,8,56,17420.0,10,5,0.0,0,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,46.0,0,7.0,82149.0,0.0,1,8,19,19980.0,7,4,8054.0,2,0,10.0,0,1,0,1,0,False,False,False,False,False,False,0
0,50.0,0,12.0,58643.0,212459.0,1,5,33,20680.0,15,3,0.0,0,2,8.0,1,0,0,0,1,False,False,False,False,False,False,0
0,48.0,0,6.0,60324.26537698413,306956.0,2,4,39,27530.0,4,0,0.0,0,0,20.0,1,0,0,0,1,False,False,False,False,False,False,0
0,43.0,0,6.0,86530.0,0.0,1,8,54,15490.0,6,3,2441.0,2,0,13.0,0,1,0,1,0,False,False,False,False,False,False,0
0,39.0,0,10.0,70436.0,0.0,2,5,52,12480.0,1,0,0.0,0,0,14.0,0,1,0,0,1,False,False,False,False,False,False,0
0,37.0,0,11.0,39777.0,123004.0,0,8,5,13670.0,4,5,0.0,0,0,8.0,0,1,1,0,1,False,False,False,False,False,False,0
0,40.0,2,15.0,175263.0,447360.0,1,5,37,34390.0,1,4,0.0,0,0,9.0,1,0,0,1,0,False,False,False,False,False,False,0
0,49.0,0,11.0,29016.0,0.0,0,8,25,16390.0,10,5,0.0,0,0,1.0,0,1,1,0,1,False,False,False,False,False,False,0
0,54.0,0,0.0,0.0,0.0,4,6,38,7180.0,6,3,19036.0,2,4,5.0,0,1,1,1,0,False,False,False,False,False,False,0
0,53.0,0,13.0,35516.0,0.0,4,0,21,21770.0,7,0,1105.0,2,6,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,39.0,0,10.379091353199804,0.0,80529.0,1,2,52,18420.0,6,0,8698.0,1,4,7.0,1,0,0,0,1,False,False,False,False,False,False,0
0,35.0,1,12.0,8701.0,80364.0,2,5,28,6050.0,10,2,23176.0,1,6,17.0,1,0,0,0,1,False,False,False,False,False,False,0
0,54.0,0,16.0,63195.0,211882.0,1,8,29,11440.0,7,5,0.0,0,0,2.0,1,0,0,1,0,False,False,False,False,False,False,0
0,49.0,0,13.0,7784.0,98722.0,0,0,50,13160.0,5,0,1943.0,3,0,7.0,1,0,0,0,1,False,False,False,False,False,False,0
0,55.0,0,12.0,8088.0,0.0,4,6,16,7810.0,4,5,0.0,0,2,1.0,1,0,1,1,0,False,False,False,False,False,False,0
1,38.0,2,14.0,8117.0,99799.0,0,0,22,6110.0,13,0,0.0,0,2,7.0,1,0,1,0,1,False,False,False,False,False,False,0
0,36.0,2,12.0,24612.0,153217.67142857143,1,0,36,6580.0,1,3,21939.0,2,1,8.0,1,0,0,0,1,False,False,False,False,False,False,0
2,45.0,3,10.0,64015.0,0.0,4,8,36,12400.0,6,0,0.0,0,0,1.0,0,1,1,1,0,False,False,False,False,False,False,0
1,40.0,2,9.0,214199.0,539729.0,3,1,48,31980.0,1,0,30986.0,2,0,17.0,0,1,0,0,1,False,False,False,False,False,False,0
0,43.0,0,10.0,97953.0,0.0,1,8,43,13080.0,1,0,6748.0,3,0,8.183399602385686,0,1,0,1,0,False,False,False,False,False,False,0
0,35.0,0,12.0,78021.0,223694.0,1,4,7,12800.0,10,5,0.0,0,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,52.0,0,15.0,58869.0,173894.0,1,5,8,7390.0,3,2,2799.0,2,7,9.0,1,0,0,0,1,False,False,False,False,False,False,0
0,39.0,2,12.0,71486.0,0.0,2,7,37,26380.0,8,1,4718.0,2,6,14.0,0,1,0,1,0,False,False,False,False,False,False,0
0,46.0,0,7.0,38786.0,150824.0,1,8,9,10580.0,9,0,0.0,0,2,7.0,0,1,1,1,0,False,False,False,False,False,False,0
0,40.0,0,11.0,119244.0,349833.0,1,8,23,29930.0,4,3,0.0,0,6,1.0,0,1,1,1,0,False,False,False,False,False,False,0
0,39.0,0,11.0,90635.0,251424.0,1,8,18,5400.0,1,0,0.0,0,1,9.0,1,0,1,1,0,False,False,False,False,False,False,0
0,41.0,2,16.0,35636.0,150462.0,4,0,42,15120.0,6,3,5358.0,1,7,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,50.0,0,14.0,78510.0,232988.0,0,0,64,1500.0,6,3,0.0,0,0,3.0,1,0,0,0,1,False,False,False,False,False,False,0
0,36.0,3,12.0,17663.0,134466.0,4,2,61,20020.0,4,5,0.0,0,0,6.0,0,1,1,0,1,False,False,False,False,False,False,0
0,53.0,0,7.0,34730.0,169666.0,4,5,5,10270.0,15,5,0.0,0,1,8.183399602385686,1,0,0,0,1,False,False,False,False,False,False,0
0,56.0,0,9.0,67620.0,245585.0,2,3,24,20500.0,25,5,0.0,0,0,17.0,1,0,0,0,1,False,False,False,False,False,False,0
0,46.0,0,8.0,51822.0,174401.0,4,8,30,7870.0,1,5,0.0,0,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,20.0,0,10.0,38681.0,0.0,1,5,64,17010.0,9,5,30646.0,1,10,10.0,0,1,0,0,1,False,False,False,False,False,False,0
1,39.0,1,0.0,0.0,64780.0,4,2,19,22050.0,1,0,2969.0,1,2,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,38.0,0,10.0,60324.26537698413,0.0,4,0,29,11310.0,1,5,0.0,0,1,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,58.0,0,15.0,3256.0,122217.0,0,2,60,18400.0,1,0,0.0,0,1,1.0,1,0,1,0,1,False,False,False,False,False,False,0
0,55.0,0,12.0,63376.0,225111.0,1,8,25,13340.0,7,5,0.0,0,2,14.0,1,0,1,1,0,False,False,False,False,False,False,0
0,51.0,0,7.0,70195.0,269925.0,1,4,71,18950.0,10,4,0.0,0,2,8.0,1,0,0,0,1,False,False,False,False,False,False,0
0,38.0,0,9.0,34648.0,0.0,4,8,47,10760.0,1,2,0.0,0,2,1.0,0,1,1,1,0,False,False,False,False,False,False,0
0,29.0,2,11.0,47621.0,196036.0,4,8,26,17130.0,9,0,5584.0,3,6,1.0,0,1,0,1,0,False,False,False,False,False,False,0
0,43.0,2,9.0,159443.0,423784.0,1,5,20,21740.0,3,4,4538.0,1,3,5.0,1,0,0,0,1,False,False,False,False,False,False,0
0,48.0,0,0.0,0.0,127576.0,4,2,30,6300.0,4,5,0.0,0,0,9.0,1,0,0,0,1,False,False,False,False,False,False,0
0,44.0,0,12.0,6591.0,65192.0,0,2,33,2160.0,9,5,0.0,0,2,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,47.0,0,12.0,101498.0,0.0,2,5,51,11770.0,10,2,21063.0,1,6,12.0,0,1,0,1,0,False,False,False,False,False,False,0
0,50.0,0,11.0,134152.0,0.0,3,1,5,29550.0,10,0,0.0,0,1,11.0,0,1,0,0,1,False,False,False,False,False,False,0
0,39.0,0,12.0,44738.0,217422.0,1,0,26,29640.0,6,0,0.0,0,3,10.0,1,0,1,0,1,False,False,False,False,False,False,0
0,49.0,0,6.0,173894.0,423673.0,3,1,8,23790.0,6,0,0.0,0,3,15.0,1,0,0,0,1,False,False,False,False,False,False,0
0,19.0,0,6.0,5336.0,0.0,4,0,26,11650.0,6,3,1845.0,2,7,1.0,0,1,0,0,1,False,False,False,False,False,False,0
0,45.0,1,8.0,47389.0,204888.0,1,2,23,26730.0,20,2,0.0,0,2,9.0,0,1,0,0,1,False,False,False,False,False,False,0
0,38.0,2,10.0,23536.0,98782.0,4,2,84,10430.0,10,5,0.0,0,0,1.0,1,0,1,0,1,False,False,False,False,False,False,0
0,56.0,0,12.0,25891.0,127035.0,1,2,42,19280.0,6,5,35012.0,3,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,59.0,0,9.0,28818.0,153289.0,1,2,6,29230.0,6,2,0.0,0,1,1.0,1,0,1,0,1,False,False,False,False,False,False,0
0,31.0,0,11.0,86264.0,0.0,2,5,32,14930.0,1,0,0.0,0,0,18.0,0,1,1,0,1,False,False,False,False,False,False,0
0,51.0,0,11.0,93785.0,287311.0,2,3,31,6600.0,1,5,1230.0,3,1,12.0,1,0,0,0,1,False,False,False,False,False,False,0
0,40.0,2,14.0,140171.0,352820.0,4,4,16,5600.0,4,2,5735.0,1,8,6.0,1,0,0,0,1,False,False,False,False,False,False,0
0,49.0,0,11.0,39220.0,201872.0,0,8,34,16430.0,10,5,5161.0,1,11,7.0,0,1,0,1,0,False,False,False,False,False,False,0
0,50.0,0,12.0,45215.0,0.0,4,8,33,26460.0,6,0,0.0,0,4,13.0,0,1,0,1,0,False,False,False,False,False,False,0
0,39.0,0,14.0,93077.0,244764.0,1,5,29,14710.0,1,0,0.0,0,0,1.0,1,0,1,0,1,False,False,False,False,False,False,0
0,55.0,0,9.0,162585.0,436688.0,3,1,12,17760.0,7,5,0.0,0,2,20.0,1,0,0,0,1,False,False,False,False,False,False,0
0,48.0,0,13.0,38896.0,214165.0,0,0,75,10190.0,1,2,0.0,0,1,1.0,1,0,1,0,1,False,False,False,False,False,False,0
0,58.0,0,10.379091353199804,73463.0,229325.0,2,3,34,20710.0,6,4,11061.0,2,2,18.0,1,0,0,0,1,False,False,False,False,False,False,0
2,57.0,3,14.0,106140.0,347576.0,2,3,39,7200.0,4,5,0.0,0,4,15.0,0,1,0,0,1,False,False,False,False,False,False,0
0,49.0,0,13.0,112039.0,278669.0,3,1,34,29650.0,11,2,0.0,0,0,14.0,1,0,0,0,1,False,False,False,False,False,False,0
0,32.0,3,11.0,62615.0,184803.0,2,7,18,24660.0,1,1,2130.0,2,4,14.0,1,0,0,1,0,False,False,False,False,False,False,0
0,54.0,0,12.0,38349.0,169694.0,1,2,27,10620.0,6,3,0.0,0,0,8.183399602385686,0,1,0,0,1,False,False,False,False,False,False,0
0,31.0,4,12.0,15292.0,0.0,0,0,24,15190.0,6,5,0.0,0,1,1.0,0,1,1,0,1,False,False,False,False,False,False,0
0,49.0,0,10.0,42071.0,160036.0,0,8,48,10610.0,10,5,36189.0,3,8,8.183399602385686,0,1,0,0,1,False,False,False,False,False,False,0
0,52.0,0,12.0,201192.0,493471.0,3,4,34,17210.0,10,4,0.0,0,3,17.0,1,0,0,0,1,False,False,False,False,False,False,0
0,42.0,0,8.0,52292.0,172461.0,4,8,38,22960.0,6,1,6597.0,2,3,1.0,1,0,0,1,0,False,False,False,False,False,False,0
0,31.0,4,14.0,48317.0,133939.0,4,0,41,26130.0,7,5,0.0,0,0,1.0,1,0,0,0,1,False,False,False,False,False,False,0
0,30.0,1,10.0,63425.0,222135.0,4,4,36,17230.0,9,0,4927.0,2,6,9.0,0,1,0,0,1,False,False,False,False,False,False,0
0,53.0,0,12.0,180034.0,0.0,3,7,27,32950.0,6,2,3488.0,2,3,15.0,0,1,0,1,0,False,False,False,False,False,False,0
0,53.0,0,11.0,114179.0,310405.0,2,4,20,23080.0,6,0,0.0,0,4,16.0,1,0,0,0,1,False,False,False,False,False,False,0
0,27.0,3,9.0,43915.0,0.0,4,8,39,3260.0,1,0,5476.0,3,2,8.183399602385686,0,1,0,1,0,False,False,False,False,False,False,0
0,52.0,0,7.0,115756.0,153217.67142857143,2,4,15,16760.0,10,4,0.0,0,3,1.0,1,0,0,1,0,False,False,False,False,False,False,0
0,51.0,0,15.0,57782.0,187295.0,4,8,26,12380.0,6,2,0.0,0,1,6.0,1,0,0,1,0,False,False,False,False,False,False,0
0,35.0,2,10.0,86997.0,234307.0,2,7,57,28700.0,1,2,6459.0,3,4,16.0,1,0,0,1,0,False,False,False,False,False,False,0
1,38.0,2,15.0,40342.0,189439.0,1,0,5,9330.0,4,3,0.0,0,0,14.0,1,0,1,0,1,False,False,False,False,False,False,0
0,35.0,2,14.0,65102.0,233449.0,1,8,11,15120.0,13,5,19508.0,2,5,11.0,1,0,0,1,0,False,False,False,False,False,False,0
0,46.0,0,10.0,132560.0,319774.0,2,3,21,14760.0,4,0,0.0,0,4,11.0,0,1,0,0,1,False,False,False,False,False,False,0
0,45.0,0,8.0,39472.0,111469.0,4,8,31,2230.0,1,0,0.0,0,5,9.0,1,0,0,0,1,False,False,False,False,False,False,0
0,52.0,0,12.0,114635.0,321942.0,4,4,30,18160.0,10,4,7202.0,3,3,1.0,0,1,0,1,0,False,False,False,False,False,False,0
0,47.0,0,0.0,0.0,91949.0,3,2,52,6200.0,6,2,0.0,0,0,20.0,0,1,0,0,1,False,False,False,False,False,False,0
0,55.0,0,13.0,70839.0,0.0,1,5,8,24120.0,1,1,0.0,0,1,11.0,0,1,0,1,0,False,False,False,False,False,False,0
0,48.0,0,14.0,78890.0,211819.0,2,3,52,19160.0,10,0,4824.0,2,3,14.0,1,0,0,0,1,False,False,False,False,False,False,0
0,46.0,0,0.0,0.0,151139.0,1,2,37,24700.0,1,2,0.0,0,0,4.0,0,1,1,0,1,False,False,False,False,False,False,0
0,41.0,2,11.0,29936.0,0.0,1,5,5,30540.0,21,1,6257.0,5,2,14.0,0,1,0,1,0,False,False,False,False,False,False,0
0,47.0,0,11.0,127129.0,369418.0,1,5,15,18910.0,9,4,0.0,0,0,5.0,0,1,0,1,0,False,False,False,False,False,False,0
